Organisation_Code,Specialty,Number_Of_Beds,Effective_Snapshot_Date
RRV,451,0,30/06/2013
RT3,451,0,30/06/2013
RV3,451,0,30/06/2013
RV5,451,0,30/06/2013
RV8,451,0,30/06/2013
RVL,451,0,30/06/2013
RVR,451,0,30/06/2013
RWK,451,0,30/06/2013
RYJ,451,0,30/06/2013
RYQ,451,0,30/06/2013
RYX,451,0,30/06/2013
TAF,451,0,30/06/2013
RBL,460,0,30/06/2013
RBT,460,0,30/06/2013
REN,460,0,30/06/2013
RJN,460,0,30/06/2013
RJR,460,0,30/06/2013
RTV,460,0,30/06/2013
RWW,460,0,30/06/2013
RXA,460,0,30/06/2013
RTR,460,0,30/06/2013
RVW,460,0,30/06/2013
RX3,460,0,30/06/2013
RXP,460,0,30/06/2013
RBV,460,0,30/06/2013
RM2,460,0,30/06/2013
RM3,460,0,30/06/2013
RMC,460,0,30/06/2013
RMP,460,0,30/06/2013
RRF,460,0,30/06/2013
RT2,460,0,30/06/2013
RW3,460,0,30/06/2013
RW6,460,0,30/06/2013
RWJ,460,0,30/06/2013
RXV,460,0,30/06/2013
TAE,460,0,30/06/2013
RJX,460,0,30/06/2013
RW5,460,0,30/06/2013
RXL,460,0,30/06/2013
RXN,460,0,30/06/2013
RXR,460,0,30/06/2013
RBN,460,0,30/06/2013
RBQ,460,0,30/06/2013
RBS,460,0,30/06/2013
REM,460,0,30/06/2013
REP,460,0,30/06/2013
RET,460,0,30/06/2013
RQ6,460,0,30/06/2013
RVY,460,0,30/06/2013
RW4,460,0,30/06/2013
RE9,460,0,30/06/2013
RLN,460,0,30/06/2013
RNL,460,0,30/06/2013
RNN,460,0,30/06/2013
RR7,460,0,30/06/2013
RTD,460,0,30/06/2013
RTF,460,0,30/06/2013
RTX,460,0,30/06/2013
RX4,460,0,30/06/2013
RCB,460,0,30/06/2013
RCD,460,0,30/06/2013
RJL,460,0,30/06/2013
RV9,460,0,30/06/2013
RWA,460,0,30/06/2013
RCU,460,0,30/06/2013
RFF,460,0,30/06/2013
RFR,460,0,30/06/2013
RHQ,460,0,30/06/2013
RP5,460,6.307692,30/06/2013
RXE,460,0,30/06/2013
TAH,460,0,30/06/2013
RAE,460,0,30/06/2013
RCF,460,0,30/06/2013
RGD,460,0,30/06/2013
RR8,460,0,30/06/2013
RWY,460,0,30/06/2013
RXF,460,0,30/06/2013
RXG,460,0,30/06/2013
RY6,460,0,30/06/2013
TAD,460,0,30/06/2013
R1A,460,0,30/06/2013
RJC,460,0,30/06/2013
RKB,460,0,30/06/2013
RLQ,460,0,30/06/2013
RLT,460,0,30/06/2013
RWP,460,0,30/06/2013
RYG,460,0,30/06/2013
RBK,460,0,30/06/2013
RL4,460,0,30/06/2013
RLU,460,0,30/06/2013
RNA,460,0,30/06/2013
RQ3,460,0,30/06/2013
RR1,460,0,30/06/2013
RRJ,460,0,30/06/2013
RRK,460,0,30/06/2013
RXK,460,0,30/06/2013
RXT,460,0,30/06/2013
RYK,460,0,30/06/2013
RYW,460,0,30/06/2013
TAJ,460,0,30/06/2013
RFS,460,0,30/06/2013
RHA,460,0,30/06/2013
RK5,460,0,30/06/2013
RTG,460,0,30/06/2013
RX1,460,0,30/06/2013
RXM,460,0,30/06/2013
RY8,460,0,30/06/2013
RCX,460,0,30/06/2013
RGM,460,0,30/06/2013
RGN,460,0,30/06/2013
RGP,460,0,30/06/2013
RGQ,460,0,30/06/2013
RGR,460,0,30/06/2013
RGT,460,0.032967,30/06/2013
RM1,460,0,30/06/2013
RMY,460,0,30/06/2013
RQQ,460,0,30/06/2013
RT1,460,0,30/06/2013
RY3,460,0,30/06/2013
RYV,460,0,30/06/2013
RAJ,460,0,30/06/2013
RDD,460,0,30/06/2013
RDE,460,0,30/06/2013
RQ8,460,0,30/06/2013
RQW,460,0,30/06/2013
RRD,460,0,30/06/2013
RWN,460,0,30/06/2013
RC1,460,0,30/06/2013
RC9,460,0,30/06/2013
RD8,460,0,30/06/2013
RNQ,460,0,30/06/2013
RNS,460,0,30/06/2013
RP1,460,0,30/06/2013
RWG,460,0,30/06/2013
RWH,460,0,30/06/2013
RWR,460,0,30/06/2013
RY4,460,0,30/06/2013
RP7,460,0,30/06/2013
RT5,460,0,30/06/2013
RWD,460,0,30/06/2013
RWE,460,0,30/06/2013
RY5,460,0,30/06/2013
R1E,460,0,30/06/2013
RJD,460,0,30/06/2013
RJE,460,0,30/06/2013
RJF,460,0,30/06/2013
RL1,460,0,30/06/2013
RLY,460,0,30/06/2013
RRE,460,0,30/06/2013
RXW,460,0,30/06/2013
R1J,460,0,30/06/2013
RBB,460,0,30/06/2013
RD1,460,0,30/06/2013
RN3,460,0,30/06/2013
RNZ,460,0,30/06/2013
RTE,460,0,30/06/2013
RTQ,460,0,30/06/2013
RVN,460,0,30/06/2013
RA3,460,0,30/06/2013
RA4,460,0,30/06/2013
RA7,460,0,30/06/2013
RBA,460,0,30/06/2013
RH5,460,0,30/06/2013
RVJ,460,0,30/06/2013
RA9,460,0,30/06/2013
RBZ,460,0,30/06/2013
REF,460,0,30/06/2013
RH8,460,0,30/06/2013
RJ8,460,0,30/06/2013
RK9,460,0,30/06/2013
RWV,460,0,30/06/2013
RN7,460,0,30/06/2013
RPA,460,0,30/06/2013
RPG,460,0,30/06/2013
RVV,460,0,30/06/2013
RWF,460,0,30/06/2013
RXY,460,0,30/06/2013
RA2,460,0.010989,30/06/2013
RDR,460,0,30/06/2013
RDU,460,0,30/06/2013
RPC,460,0,30/06/2013
RTK,460,0,30/06/2013
RTP,460,0,30/06/2013
RX2,460,0,30/06/2013
RXC,460,0,30/06/2013
RXH,460,0,30/06/2013
RXX,460,0,30/06/2013
RYR,460,0,30/06/2013
RD7,460,0,30/06/2013
RHW,460,0,30/06/2013
RNU,460,0,30/06/2013
RTH,460,0,30/06/2013
RWX,460,0,30/06/2013
RXQ,460,0,30/06/2013
R1C,460,0,30/06/2013
R1F,460,0,30/06/2013
RBD,460,0,30/06/2013
RD3,460,0,30/06/2013
RDY,460,0,30/06/2013
RDZ,460,0,30/06/2013
RHM,460,0,30/06/2013
RHU,460,0,30/06/2013
RN5,460,0,30/06/2013
RW1,460,0,30/06/2013
R1H,460,0,30/06/2013
RAL,460,0,30/06/2013
RAN,460,0,30/06/2013
RAP,460,0,30/06/2013
RAS,460,0,30/06/2013
RAT,460,0,30/06/2013
RAX,460,0,30/06/2013
RC3,460,0,30/06/2013
RF4,460,0,30/06/2013
RFW,460,0,30/06/2013
RJ1,460,0.395604,30/06/2013
RJ2,460,0,30/06/2013
RJ6,460,0,30/06/2013
RJ7,460,0,30/06/2013
RJZ,460,0,30/06/2013
RKE,460,0,30/06/2013
RKL,460,0,30/06/2013
RP4,460,0.526945,30/06/2013
RP6,460,0,30/06/2013
RPY,460,0,30/06/2013
RQM,460,0,30/06/2013
RQX,460,0,30/06/2013
RQY,460,0,30/06/2013
RRP,460,0,30/06/2013
RRV,460,0,30/06/2013
RT3,460,0,30/06/2013
RV3,460,0,30/06/2013
RV5,460,0,30/06/2013
RV8,460,0,30/06/2013
RVL,460,0,30/06/2013
RVR,460,0,30/06/2013
RWK,460,0,30/06/2013
RYJ,460,0,30/06/2013
RYQ,460,0,30/06/2013
RYX,460,0,30/06/2013
TAF,460,0,30/06/2013
RBL,501,0,30/06/2013
RBT,501,0,30/06/2013
REN,501,0,30/06/2013
RJN,501,0,30/06/2013
RJR,501,0,30/06/2013
RTV,501,0,30/06/2013
RWW,501,0,30/06/2013
RXA,501,0,30/06/2013
RTR,501,0.373626,30/06/2013
RVW,501,0,30/06/2013
RX3,501,0,30/06/2013
RXP,501,0,30/06/2013
RBV,501,0,30/06/2013
RM2,501,0,30/06/2013
RM3,501,0,30/06/2013
RMC,501,4.692308,30/06/2013
RMP,501,0,30/06/2013
RRF,501,0,30/06/2013
RT2,501,0,30/06/2013
RW3,501,0,30/06/2013
RW6,501,0,30/06/2013
RWJ,501,0,30/06/2013
RXV,501,0,30/06/2013
TAE,501,0,30/06/2013
RJX,501,0,30/06/2013
RW5,501,0,30/06/2013
RXL,501,0,30/06/2013
RXN,501,0,30/06/2013
RXR,501,0,30/06/2013
RBN,501,0,30/06/2013
RBQ,501,0,30/06/2013
RBS,501,0,30/06/2013
REM,501,0,30/06/2013
REP,501,0,30/06/2013
RET,501,0,30/06/2013
RQ6,501,0,30/06/2013
RVY,501,0,30/06/2013
RW4,501,0,30/06/2013
RE9,501,0,30/06/2013
RLN,501,0,30/06/2013
RNL,501,0,30/06/2013
RNN,501,0,30/06/2013
RR7,501,0,30/06/2013
RTD,501,0,30/06/2013
RTF,501,0,30/06/2013
RTX,501,0,30/06/2013
RX4,501,0,30/06/2013
RCB,501,3,30/06/2013
RCD,501,0,30/06/2013
RJL,501,0,30/06/2013
RV9,501,0,30/06/2013
RWA,501,0,30/06/2013
RCU,501,0,30/06/2013
RFF,501,0,30/06/2013
RFR,501,0.307692,30/06/2013
RHQ,501,2.857143,30/06/2013
RP5,501,0,30/06/2013
RXE,501,0,30/06/2013
TAH,501,0,30/06/2013
RAE,501,0.208791,30/06/2013
RCF,501,0,30/06/2013
RGD,501,0,30/06/2013
RR8,501,0,30/06/2013
RWY,501,0,30/06/2013
RXF,501,0,30/06/2013
RXG,501,0,30/06/2013
RY6,501,0,30/06/2013
TAD,501,0,30/06/2013
R1A,501,0,30/06/2013
RJC,501,0,30/06/2013
RKB,501,0,30/06/2013
RLQ,501,0,30/06/2013
RLT,501,0,30/06/2013
RWP,501,0,30/06/2013
RYG,501,0,30/06/2013
RBK,501,0,30/06/2013
RL4,501,0,30/06/2013
RLU,501,0,30/06/2013
RNA,501,0,30/06/2013
RQ3,501,0,30/06/2013
RR1,501,0,30/06/2013
RRJ,501,0,30/06/2013
RRK,501,0,30/06/2013
RXK,501,0,30/06/2013
RXT,501,0,30/06/2013
RYK,501,0,30/06/2013
RYW,501,0,30/06/2013
TAJ,501,0,30/06/2013
RFS,501,0,30/06/2013
RHA,501,0,30/06/2013
RK5,501,0,30/06/2013
RTG,501,0,30/06/2013
RX1,501,0.131868,30/06/2013
RXM,501,0,30/06/2013
RY8,501,0,30/06/2013
RCX,501,2.131868,30/06/2013
RGM,501,0,30/06/2013
RGN,501,0,30/06/2013
RGP,501,0,30/06/2013
RGQ,501,0,30/06/2013
RGR,501,0,30/06/2013
RGT,501,0,30/06/2013
RM1,501,0,30/06/2013
RMY,501,0,30/06/2013
RQQ,501,0,30/06/2013
RT1,501,0,30/06/2013
RY3,501,0,30/06/2013
RYV,501,0,30/06/2013
RAJ,501,0,30/06/2013
RDD,501,0,30/06/2013
RDE,501,0,30/06/2013
RQ8,501,0,30/06/2013
RQW,501,0,30/06/2013
RRD,501,0,30/06/2013
RWN,501,0,30/06/2013
RC1,501,0,30/06/2013
RC9,501,0,30/06/2013
RD8,501,0,30/06/2013
RNQ,501,0,30/06/2013
RNS,501,0,30/06/2013
RP1,501,0,30/06/2013
RWG,501,0,30/06/2013
RWH,501,0,30/06/2013
RWR,501,0,30/06/2013
RY4,501,0,30/06/2013
RP7,501,0,30/06/2013
RT5,501,0,30/06/2013
RWD,501,0,30/06/2013
RWE,501,0.681319,30/06/2013
RY5,501,0,30/06/2013
R1E,501,0,30/06/2013
RJD,501,0,30/06/2013
RJE,501,0,30/06/2013
RJF,501,0,30/06/2013
RL1,501,0,30/06/2013
RLY,501,0,30/06/2013
RRE,501,0,30/06/2013
RXW,501,0,30/06/2013
R1J,501,0,30/06/2013
RBB,501,0,30/06/2013
RD1,501,0,30/06/2013
RN3,501,0.197802,30/06/2013
RNZ,501,0,30/06/2013
RTE,501,0,30/06/2013
RTQ,501,0,30/06/2013
RVN,501,0,30/06/2013
RA3,501,0,30/06/2013
RA4,501,0,30/06/2013
RA7,501,6.56044,30/06/2013
RBA,501,0,30/06/2013
RH5,501,0,30/06/2013
RVJ,501,0,30/06/2013
RA9,501,0,30/06/2013
RBZ,501,1.516484,30/06/2013
REF,501,0,30/06/2013
RH8,501,0,30/06/2013
RJ8,501,0,30/06/2013
RK9,501,0,30/06/2013
RWV,501,0,30/06/2013
RN7,501,0,30/06/2013
RPA,501,0,30/06/2013
RPG,501,0,30/06/2013
RVV,501,0,30/06/2013
RWF,501,0,30/06/2013
RXY,501,0,30/06/2013
RA2,501,0,30/06/2013
RDR,501,0,30/06/2013
RDU,501,0,30/06/2013
RPC,501,0,30/06/2013
RTK,501,0,30/06/2013
RTP,501,0,30/06/2013
RX2,501,0,30/06/2013
RXC,501,0,30/06/2013
RXH,501,0,30/06/2013
RXX,501,0,30/06/2013
RYR,501,0,30/06/2013
RD7,501,0,30/06/2013
RHW,501,0,30/06/2013
RNU,501,0,30/06/2013
RTH,501,0,30/06/2013
RWX,501,0,30/06/2013
RXQ,501,0,30/06/2013
R1C,501,0,30/06/2013
R1F,501,0,30/06/2013
RBD,501,0,30/06/2013
RD3,501,0,30/06/2013
RDY,501,0,30/06/2013
RDZ,501,0,30/06/2013
RHM,501,0,30/06/2013
RHU,501,0,30/06/2013
RN5,501,5.043956,30/06/2013
RW1,501,0,30/06/2013
R1H,501,0,30/06/2013
RAL,501,0.318681,30/06/2013
RAN,501,0,30/06/2013
RAP,501,0,30/06/2013
RAS,501,0,30/06/2013
RAT,501,0,30/06/2013
RAX,501,5.120879,30/06/2013
RC3,501,0,30/06/2013
RF4,501,0.318681,30/06/2013
RFW,501,0,30/06/2013
RJ1,501,0,30/06/2013
RJ2,501,0,30/06/2013
RJ6,501,0,30/06/2013
RJ7,501,0,30/06/2013
RJZ,501,1.879121,30/06/2013
RKE,501,0,30/06/2013
RKL,501,0,30/06/2013
RP4,501,0,30/06/2013
RP6,501,0,30/06/2013
RPY,501,0,30/06/2013
RQM,501,1.824176,30/06/2013
RQX,501,4.615385,30/06/2013
RQY,501,0,30/06/2013
RRP,501,0,30/06/2013
RRV,501,0,30/06/2013
RT3,501,0,30/06/2013
RV3,501,0,30/06/2013
RV5,501,0,30/06/2013
RV8,501,0,30/06/2013
RVL,501,0,30/06/2013
RVR,501,0,30/06/2013
RWK,501,0,30/06/2013
RYJ,501,11.868132,30/06/2013
RYQ,501,9.725275,30/06/2013
RYX,501,0,30/06/2013
TAF,501,0,30/06/2013
RBL,502,5.67033,30/06/2013
RBT,502,1.582418,30/06/2013
REN,502,0,30/06/2013
RJN,502,1.769231,30/06/2013
RJR,502,0.021978,30/06/2013
RTV,502,0,30/06/2013
RWW,502,2.725275,30/06/2013
RXA,502,0,30/06/2013
RTR,502,5.648352,30/06/2013
RVW,502,11.142857,30/06/2013
RX3,502,0,30/06/2013
RXP,502,6.021978,30/06/2013
RBV,502,0.076923,30/06/2013
RM2,502,0,30/06/2013
RM3,502,3.032967,30/06/2013
RMC,502,0.967033,30/06/2013
RMP,502,4.648352,30/06/2013
RRF,502,3.582418,30/06/2013
RT2,502,0,30/06/2013
RW3,502,10.56044,30/06/2013
RW6,502,3.582418,30/06/2013
RWJ,502,1.956044,30/06/2013
RXV,502,0,30/06/2013
TAE,502,0,30/06/2013
RJX,502,0,30/06/2013
RW5,502,0,30/06/2013
RXL,502,2.593407,30/06/2013
RXN,502,2.725275,30/06/2013
RXR,502,9.076923,30/06/2013
RBN,502,1.406593,30/06/2013
RBQ,502,0,30/06/2013
RBS,502,0.021978,30/06/2013
REM,502,0,30/06/2013
REP,502,13.395604,30/06/2013
RET,502,0,30/06/2013
RQ6,502,0,30/06/2013
RVY,502,0.604396,30/06/2013
RW4,502,0,30/06/2013
RE9,502,0,30/06/2013
RLN,502,0,30/06/2013
RNL,502,4.945055,30/06/2013
RNN,502,0,30/06/2013
RR7,502,7.494505,30/06/2013
RTD,502,3.626374,30/06/2013
RTF,502,3.769231,30/06/2013
RTX,502,3.868132,30/06/2013
RX4,502,0,30/06/2013
RCB,502,5.527473,30/06/2013
RCD,502,1.208791,30/06/2013
RJL,502,1.637363,30/06/2013
RV9,502,0,30/06/2013
RWA,502,9.131868,30/06/2013
RCU,502,0,30/06/2013
RFF,502,3,30/06/2013
RFR,502,11.098901,30/06/2013
RHQ,502,13.230769,30/06/2013
RP5,502,2.406593,30/06/2013
RXE,502,0,30/06/2013
TAH,502,0,30/06/2013
RAE,502,13.186813,30/06/2013
RCF,502,6.252747,30/06/2013
RGD,502,0,30/06/2013
RR8,502,2.142857,30/06/2013
RWY,502,1.615385,30/06/2013
RXF,502,5.956044,30/06/2013
RXG,502,0,30/06/2013
RY6,502,0,30/06/2013
TAD,502,0,30/06/2013
R1A,502,0,30/06/2013
RJC,502,3.593407,30/06/2013
RKB,502,4.450549,30/06/2013
RLQ,502,0.615385,30/06/2013
RLT,502,1.637363,30/06/2013
RWP,502,1.967033,30/06/2013
RYG,502,0,30/06/2013
RBK,502,6.351648,30/06/2013
RL4,502,1.461538,30/06/2013
RLU,502,4.263736,30/06/2013
RNA,502,1.43956,30/06/2013
RQ3,502,0,30/06/2013
RR1,502,0,30/06/2013
RRJ,502,0,30/06/2013
RRK,502,0,30/06/2013
RXK,502,2.582418,30/06/2013
RXT,502,0,30/06/2013
RYK,502,0,30/06/2013
RYW,502,0,30/06/2013
TAJ,502,0,30/06/2013
RFS,502,0,30/06/2013
RHA,502,0,30/06/2013
RK5,502,1.527473,30/06/2013
RTG,502,6.516484,30/06/2013
RX1,502,1.428571,30/06/2013
RXM,502,0,30/06/2013
RY8,502,0,30/06/2013
RCX,502,5.087912,30/06/2013
RGM,502,0,30/06/2013
RGN,502,3.241758,30/06/2013
RGP,502,2.945055,30/06/2013
RGQ,502,0.956044,30/06/2013
RGR,502,0,30/06/2013
RGT,502,3.208791,30/06/2013
RM1,502,3.098901,30/06/2013
RMY,502,0,30/06/2013
RQQ,502,0.978022,30/06/2013
RT1,502,0,30/06/2013
RY3,502,0,30/06/2013
RYV,502,0,30/06/2013
RAJ,502,2.604396,30/06/2013
RDD,502,3.494505,30/06/2013
RDE,502,3.054945,30/06/2013
RQ8,502,3.153846,30/06/2013
RQW,502,1.714286,30/06/2013
RRD,502,0,30/06/2013
RWN,502,0,30/06/2013
RC1,502,1.252747,30/06/2013
RC9,502,0.406593,30/06/2013
RD8,502,2.516484,30/06/2013
RNQ,502,1.120879,30/06/2013
RNS,502,3.758242,30/06/2013
RP1,502,0,30/06/2013
RWG,502,1.258242,30/06/2013
RWH,502,0.10989,30/06/2013
RWR,502,0,30/06/2013
RY4,502,0,30/06/2013
RP7,502,0,30/06/2013
RT5,502,0,30/06/2013
RWF,713,0,30/06/2013
RXY,713,0,30/06/2013
RA2,713,0,30/06/2013
RDR,713,0,30/06/2013
RDU,713,0,30/06/2013
RPC,713,0,30/06/2013
RTK,713,0,30/06/2013
RTP,713,0,30/06/2013
RX2,713,0,30/06/2013
RXC,713,0,30/06/2013
RXH,713,0,30/06/2013
RXX,713,0,30/06/2013
RYR,713,0,30/06/2013
RD7,713,0,30/06/2013
RHW,713,0,30/06/2013
RNU,713,0,30/06/2013
RTH,713,0,30/06/2013
RWX,713,0,30/06/2013
RXQ,713,0,30/06/2013
R1C,713,0,30/06/2013
R1F,713,0,30/06/2013
RBD,713,0,30/06/2013
RD3,713,0,30/06/2013
RDY,713,0,30/06/2013
RDZ,713,0,30/06/2013
RHM,713,0,30/06/2013
RHU,713,0,30/06/2013
RN5,713,0,30/06/2013
RW1,713,0,30/06/2013
R1H,713,0,30/06/2013
RAL,713,0,30/06/2013
RAN,713,0,30/06/2013
RAP,713,0,30/06/2013
RAS,713,0,30/06/2013
RAT,713,0,30/06/2013
RAX,713,0,30/06/2013
RC3,713,0,30/06/2013
RF4,713,0,30/06/2013
RFW,713,0,30/06/2013
RJ1,713,0,30/06/2013
RJ2,713,0,30/06/2013
RJ6,713,0,30/06/2013
RJ7,713,0,30/06/2013
RJZ,713,0,30/06/2013
RKE,713,0,30/06/2013
RKL,713,0,30/06/2013
RP4,713,0,30/06/2013
RP6,713,0,30/06/2013
RPY,713,0,30/06/2013
RQM,713,0,30/06/2013
RQX,713,0,30/06/2013
RQY,713,0,30/06/2013
RRP,713,0,30/06/2013
RRV,713,0,30/06/2013
RT3,713,0,30/06/2013
RV3,713,0,30/06/2013
RV5,713,0,30/06/2013
RV8,713,0,30/06/2013
RVL,713,0,30/06/2013
RVR,713,0,30/06/2013
RWK,713,0,30/06/2013
RYJ,713,0,30/06/2013
RYQ,713,0,30/06/2013
RYX,713,0,30/06/2013
TAF,713,0,30/06/2013
RBL,715,0,30/06/2013
RBT,715,0,30/06/2013
REN,715,0,30/06/2013
RJN,715,0,30/06/2013
RJR,715,0,30/06/2013
RTV,715,0,30/06/2013
RWW,715,0,30/06/2013
RXA,715,0,30/06/2013
RTR,715,0,30/06/2013
RVW,715,0,30/06/2013
RX3,715,0,30/06/2013
RXP,715,0,30/06/2013
RBV,715,0,30/06/2013
RM2,715,0,30/06/2013
RM3,715,0,30/06/2013
RMC,715,0,30/06/2013
RMP,715,0,30/06/2013
RRF,715,0,30/06/2013
RT2,715,0,30/06/2013
RW3,715,0,30/06/2013
RW6,715,0,30/06/2013
RWJ,715,0,30/06/2013
RXV,715,0,30/06/2013
TAE,715,0,30/06/2013
RJX,715,0,30/06/2013
RW5,715,0,30/06/2013
RXL,715,0,30/06/2013
RXN,715,0,30/06/2013
RXR,715,0,30/06/2013
RBN,715,0,30/06/2013
RBQ,715,0,30/06/2013
RBS,715,0,30/06/2013
REM,715,0,30/06/2013
REP,715,0,30/06/2013
RET,715,0,30/06/2013
RQ6,715,0,30/06/2013
RVY,715,0,30/06/2013
RW4,715,0,30/06/2013
RE9,715,0,30/06/2013
RLN,715,0,30/06/2013
RNL,715,0,30/06/2013
RNN,715,0,30/06/2013
RR7,715,0,30/06/2013
RTD,715,0,30/06/2013
RTF,715,0,30/06/2013
RTX,715,0,30/06/2013
RX4,715,0,30/06/2013
RCB,715,0,30/06/2013
RCD,715,0,30/06/2013
RJL,715,0,30/06/2013
RV9,715,0,30/06/2013
RWA,715,0,30/06/2013
RCU,715,0,30/06/2013
RFF,715,0,30/06/2013
RFR,715,0,30/06/2013
RHQ,715,0,30/06/2013
RP5,715,0,30/06/2013
RXE,715,0,30/06/2013
TAH,715,0,30/06/2013
RAE,715,0,30/06/2013
RCF,715,0,30/06/2013
RGD,715,0,30/06/2013
RR8,715,0,30/06/2013
RWY,715,0,30/06/2013
RXF,715,0,30/06/2013
RXG,715,0,30/06/2013
RY6,715,0,30/06/2013
TAD,715,0,30/06/2013
R1A,715,0,30/06/2013
RJC,715,0,30/06/2013
RKB,715,0,30/06/2013
RLQ,715,0,30/06/2013
RLT,715,0,30/06/2013
RWP,715,0,30/06/2013
RYG,715,0,30/06/2013
RBK,715,0,30/06/2013
RL4,715,0,30/06/2013
RLU,715,0,30/06/2013
RNA,715,0,30/06/2013
RQ3,715,0,30/06/2013
RR1,715,0,30/06/2013
RRJ,715,0,30/06/2013
RRK,715,0,30/06/2013
RXK,715,0,30/06/2013
RXT,715,0,30/06/2013
RYK,715,0,30/06/2013
RYW,715,0,30/06/2013
TAJ,715,0,30/06/2013
RFS,715,0,30/06/2013
RHA,715,0,30/06/2013
RK5,715,0,30/06/2013
RTG,715,0,30/06/2013
RX1,715,0,30/06/2013
RXM,715,0,30/06/2013
RY8,715,0,30/06/2013
RCX,715,0,30/06/2013
RGM,715,0,30/06/2013
RGN,715,0,30/06/2013
RGP,715,0,30/06/2013
RGQ,715,0,30/06/2013
RGR,715,0,30/06/2013
RGT,715,0,30/06/2013
RM1,715,0,30/06/2013
RMY,715,0,30/06/2013
RQQ,715,0,30/06/2013
RT1,715,0,30/06/2013
RY3,715,0,30/06/2013
RYV,715,0,30/06/2013
RAJ,715,0,30/06/2013
RDD,715,0,30/06/2013
RDE,715,0,30/06/2013
RQ8,715,0,30/06/2013
RQW,715,0,30/06/2013
RRD,715,0,30/06/2013
RWN,715,0,30/06/2013
RC1,715,0,30/06/2013
RC9,715,0,30/06/2013
RD8,715,0,30/06/2013
RNQ,715,0,30/06/2013
RNS,715,0,30/06/2013
RP1,715,0,30/06/2013
RWG,715,0,30/06/2013
RWH,715,0,30/06/2013
RWR,715,0,30/06/2013
RY4,715,0,30/06/2013
RP7,715,0,30/06/2013
RT5,715,0,30/06/2013
RWD,715,0,30/06/2013
RWE,715,0,30/06/2013
RY5,715,0,30/06/2013
R1E,715,0,30/06/2013
RJD,715,0,30/06/2013
RJE,715,0,30/06/2013
RJF,715,0,30/06/2013
RL1,715,0,30/06/2013
RLY,715,0,30/06/2013
RRE,715,0,30/06/2013
RXW,715,0,30/06/2013
R1J,715,0,30/06/2013
RBB,715,0,30/06/2013
RD1,715,0,30/06/2013
RN3,715,0.164835,30/06/2013
RNZ,715,0,30/06/2013
RTE,715,0,30/06/2013
RTQ,715,0,30/06/2013
RVN,715,0,30/06/2013
RA3,715,0,30/06/2013
RA4,715,0,30/06/2013
RA7,715,0,30/06/2013
RBA,715,0,30/06/2013
RH5,715,0,30/06/2013
RVJ,715,0,30/06/2013
RA9,715,0,30/06/2013
RBZ,715,0,30/06/2013
REF,715,0,30/06/2013
RH8,715,0,30/06/2013
RJ8,715,0,30/06/2013
RK9,715,0,30/06/2013
RWV,715,0,30/06/2013
RN7,715,0,30/06/2013
RPA,715,0,30/06/2013
RPG,715,0,30/06/2013
RVV,715,0,30/06/2013
RWF,715,0,30/06/2013
RXY,715,0,30/06/2013
RA2,715,0,30/06/2013
RDR,715,0,30/06/2013
RDU,715,0,30/06/2013
RPC,715,0,30/06/2013
RTK,715,0,30/06/2013
RTP,715,0,30/06/2013
RX2,715,0,30/06/2013
RXC,715,0,30/06/2013
RXH,715,0,30/06/2013
RXX,715,0,30/06/2013
RYR,715,0,30/06/2013
RD7,715,0,30/06/2013
RHW,715,0,30/06/2013
RNU,715,0,30/06/2013
RTH,715,0,30/06/2013
RWX,715,0,30/06/2013
RXQ,715,0,30/06/2013
R1C,715,0,30/06/2013
R1F,715,0,30/06/2013
RBD,715,0,30/06/2013
RD3,715,0,30/06/2013
RDY,715,0,30/06/2013
RDZ,715,0,30/06/2013
RHM,715,0,30/06/2013
RHU,715,0,30/06/2013
RN5,715,0,30/06/2013
RW1,715,0,30/06/2013
R1H,715,0,30/06/2013
RAL,715,0,30/06/2013
RAN,715,0,30/06/2013
RAP,715,0,30/06/2013
RAS,715,0,30/06/2013
RAT,715,0,30/06/2013
RAX,715,0,30/06/2013
RC3,715,0,30/06/2013
RF4,715,0,30/06/2013
RFW,715,0,30/06/2013
RJ1,715,0,30/06/2013
RJ2,715,0,30/06/2013
RJ6,715,0,30/06/2013
RJ7,715,0,30/06/2013
RJZ,715,0,30/06/2013
RKE,715,0,30/06/2013
RKL,715,0,30/06/2013
RP4,715,0,30/06/2013
RP6,715,0,30/06/2013
RPY,715,0,30/06/2013
RQM,715,0,30/06/2013
RQX,715,0,30/06/2013
RQY,715,0,30/06/2013
RRP,715,0,30/06/2013
RRV,715,0,30/06/2013
RT3,715,0,30/06/2013
RV3,715,0,30/06/2013
RV5,715,0,30/06/2013
RV8,715,0,30/06/2013
RVL,715,0,30/06/2013
RVR,715,0,30/06/2013
RWK,715,0,30/06/2013
RYJ,715,0,30/06/2013
RYQ,715,0,30/06/2013
RYX,715,0,30/06/2013
TAF,715,0,30/06/2013
RBL,800,0,30/06/2013
RBT,800,0.087912,30/06/2013
REN,800,0,30/06/2013
RJN,800,0.065934,30/06/2013
RJR,800,0,30/06/2013
RTV,800,0,30/06/2013
RWW,800,0,30/06/2013
RXA,800,0,30/06/2013
RTR,800,0.384615,30/06/2013
RVW,800,0,30/06/2013
RX3,800,0,30/06/2013
RXP,800,0,30/06/2013
RBV,800,1.076923,30/06/2013
RM2,800,0,30/06/2013
RM3,800,0,30/06/2013
RMC,800,0,30/06/2013
